,assists,creeps_stacked,deaths,denies,duration,hero_damage,kills,last_hits,levels,name,net,obs_placed,sen_placed,tower_damage,xpm
1685,71,18.191974595842957,11,31,35.42,81486.7612757732,28,699,86,Evil Geniuses,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,2270
1686,17,18.191974595842957,21,47,47.28,81486.7612757732,11,940,85,Team Liquid,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,1770
1687,44,18.191974595842957,11,38,47.28,81486.7612757732,21,1158,90,Fnatic,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,2011
1688,61,6.0,10,28,27.6,49592.0,27,715,86,Team Liquid,65658.0,10.0,8.0,15806.0,2523
1689,22,8.0,27,17,27.6,38622.0,10,467,67,Team Secret,32647.0,11.0,3.0,1009.0,1778
1690,12,18.191974595842957,27,20,20.54,23265.0,6,342,53,PSG.LGD,26790.0,13.504618937644342,19.03002309468822,682.0,1568
1691,53,18.191974595842957,6,34,20.54,38877.0,27,330,62,Team Secret,42996.0,13.504618937644342,19.03002309468822,4035.0,2149
1692,93,16.0,20,39,49.36,121732.0,38,1310,131,Royal Never Give Up,110621.0,23.0,30.0,10954.0,3086
1693,47,63.0,39,43,49.36,126752.0,20,1483,119,PSG.LGD,95166.0,23.0,28.0,4268.0,2706
1694,28,40.0,31,48,33.35,71080.0,12,876,92,OG,49588.0,17.0,29.0,4324.0,2383
1695,86,9.0,12,52,33.35,82249.0,28,1078,112,Team Secret,80705.0,16.0,11.0,20227.0,3351
1696,64,12.0,7,55,28.8,68287.0,31,699,90,Evil Geniuses,66311.0,13.0,8.0,8726.0,2687
1697,13,20.0,33,47,28.8,41391.0,7,557,67,Royal Never Give Up,36882.0,12.0,10.0,1208.0,1674
1698,28,6.0,29,63,34.14,54949.0,20,597,83,Royal Never Give Up,45943.0,17.0,29.0,1669.0,1853
1699,62,42.0,20,21,34.14,77901.0,28,888,107,Team Aster,70016.0,16.0,17.0,10170.0,2943
1700,86,22.0,43,47,61.21,211614.0,34,2285,129,Royal Never Give Up,124108.0,29.0,53.0,21562.0,2854
1701,90,27.0,35,31,61.21,182926.0,43,2216,139,Team Aster,144505.0,28.0,53.0,11456.0,3214
1702,34,60.0,6,44,17.46,38290.0,17,509,64,PSG.LGD,40843.0,9.0,11.0,1794.0,2576
1703,10,12.0,18,30,17.46,19432.0,6,387,53,Royal Never Give Up,26834.0,9.0,5.0,351.0,1856
1704,56,13.0,32,41,64.29,132870.0,25,1612,121,PSG.LGD,128786.0,30.0,49.0,11675.0,2308
1705,79,32.0,25,49,64.29,103078.0,32,1842,125,Team Aster,113779.0,29.0,43.0,8130.0,2699
1706,81,14.0,20,49,36.2,108155.0,41,979,110,Royal Never Give Up,81387.0,18.0,30.0,23247.0,3113
1707,50,31.0,41,20,36.2,86167.0,20,988,99,PSG.LGD,69084.0,16.0,32.0,861.0,2693
1708,131,10.0,45,47,80.2,218380.0,50,2389,147,Royal Never Give Up,175792.0,35.0,69.0,13493.0,3221
1709,122,40.0,51,33,80.2,413402.0,44,2477,147,PSG.LGD,188145.0,36.0,64.0,32050.0,2987
1710,51,18.191974595842957,27,63,58.5,81486.7612757732,16,1083,95,Team Liquid,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,1732
1711,61,18.191974595842957,19,49,58.5,81486.7612757732,26,1068,109,Fnatic,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,2177
1712,58,26.0,15,39,36.47,78443.0,24,1086,110,PSG.LGD,88851.0,18.0,25.0,11467.0,3123
1713,29,26.0,24,21,36.47,56107.0,15,936,92,Evil Geniuses,65131.0,17.0,28.0,726.0,2260
1714,23,40.0,31,46,34.17,58324.0,18,999,89,Team Aster,62271.0,16.0,17.0,3042.0,2360
1715,59,20.0,18,22,34.17,84270.0,31,1215,112,PSG.LGD,94495.0,17.0,29.0,7437.0,3467
1716,55,55.0,15,50,28.0,69750.0,23,565,80,OG,54882.0,14.0,15.0,23910.0,2231
1717,29,30.0,24,56,28.0,56987.0,15,551,75,Team Aster,39237.0,14.0,16.0,3328.0,2026
1718,14,20.0,28,43,31.57,53499.0,8,653,78,Team Liquid,45909.0,14.0,24.0,2479.0,1946
1719,76,12.0,8,32,31.57,102981.0,27,840,99,Team Secret,76611.0,14.0,28.0,28556.0,2860
1720,19,8.0,28,52,21.51,30458.0,8,453,60,Team Aster,28416.0,10.0,11.0,676.0,1829
1721,74,29.0,8,50,21.51,60872.0,28,577,76,PSG.LGD,50338.0,11.0,16.0,5707.0,2760
1722,80,30.0,14,47,28.56,84667.0,35,629,93,Fnatic,60070.0,14.0,19.0,8614.0,2784
1723,27,27.0,35,27,28.56,52551.0,14,487,74,BOOM Esports,32485.0,14.0,21.0,556.0,1924
1724,55,57.0,5,33,23.3,57424.0,22,585,77,OG,48029.0,12.0,20.0,13280.0,2658
1725,7,35.0,23,45,23.3,34474.0,5,554,61,Tundra Esports,32520.0,12.0,22.0,2217.0,1864
1726,119,16.0,37,55,75.2,271627.0,45,2156,145,Team Secret,155509.0,33.0,39.0,22936.0,2989
1727,88,24.0,46,60,75.2,210163.0,37,2159,143,Nigma Galaxy,151975.0,35.0,49.0,23926.0,2813
1728,38,4.0,36,25,27.31,54534.0,19,508,73,PSG.LGD,36168.0,13.0,13.0,1143.0,1904
1729,78,4.0,20,32,27.31,72501.0,36,577,89,Team Liquid,53326.0,12.0,10.0,5996.0,2621
1730,27,2.0,39,87,40.48,79326.0,8,1023,89,Nigma Galaxy,56756.0,18.0,29.0,2719.0,1828
1731,90,7.0,9,67,40.48,108947.0,39,1188,117,Royal Never Give Up,88539.0,16.0,25.0,20995.0,2999
1732,97,2.0,34,36,44.14,142427.0,44,1015,113,PSG.LGD,75273.0,20.0,26.0,9915.0,2534
1733,82,6.0,46,42,44.14,143427.0,33,915,118,Evil Geniuses,87263.0,21.0,17.0,18433.0,2889
1734,25,19.0,29,50,28.57,67212.0,12,636,73,Evil Geniuses,40850.0,13.0,16.0,1266.0,1837
1735,72,3.0,12,46,28.57,76538.0,28,666,88,Team Secret,58717.0,14.0,9.0,12276.0,2424
1736,41,18.191974595842957,38,20,30.5,37527.0,14,377,63,Fnatic,31506.0,13.504618937644342,19.03002309468822,1384.0,1580
1737,52,18.191974595842957,22,29,30.5,54932.0,37,587,83,Team Secret,60493.0,13.504618937644342,19.03002309468822,5553.0,2609
1738,50,19.0,21,37,47.22,101754.0,23,1241,105,Team Secret,73750.0,20.0,22.0,3120.0,2040
1739,39,22.0,23,49,47.22,82661.0,20,1360,116,Team Liquid,104907.0,17.0,3.0,19566.0,2795
1740,22,18.191974595842957,17,38,27.3,29101.0,15,643,71,OG,58662.0,13.504618937644342,19.03002309468822,11998.0,2143
1741,33,18.191974595842957,16,23,27.3,30241.0,17,511,66,Team Secret,42874.0,13.504618937644342,19.03002309468822,5140.0,1816
1742,13,18.191974595842957,11,25,27.5,81486.7612757732,6,501,59,Team Liquid,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,1459
1743,27,18.191974595842957,6,17,27.5,81486.7612757732,11,539,67,Evil Geniuses,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,1907
1744,86,23.0,14,41,29.27,80838.0,32,585,92,Team Liquid,51305.0,14.0,12.0,7925.0,2679
1745,36,20.0,32,62,29.27,73675.0,13,536,74,Evil Geniuses,39329.0,14.0,15.0,376.0,1850
1746,40,10.0,37,45,46.19,87653.0,17,1174,107,Team Liquid,67169.0,21.0,35.0,3555.0,2389
1747,84,17.0,18,69,46.19,172110.0,37,1429,122,Team Secret,111888.0,20.0,11.0,24255.0,3071
1748,87,6.0,29,30,35.29,84790.0,42,703,108,PSG.LGD,71351.0,14.0,19.0,10838.0,2918
1749,69,9.0,42,75,35.29,90493.0,28,664,92,Team Liquid,43249.0,15.0,14.0,2587.0,2189
1750,67,18.0,30,130,52.24,112838.0,23,1559,122,Team Liquid,108146.0,25.0,41.0,6059.0,2777
1751,78,30.0,24,22,52.24,139829.0,30,1679,128,Tundra Esports,121636.0,24.0,44.0,30100.0,2811
1752,47,18.191974595842957,3,73,28.37,36483.0,29,594,74,Fnatic,63592.0,13.504618937644342,19.03002309468822,10186.0,2187
1753,3,18.191974595842957,30,17,28.37,20015.0,2,496,56,Team Secret,26986.0,13.504618937644342,19.03002309468822,856.0,1259
1754,97,16.0,12,65,39.48,123149.0,37,1094,117,Tundra Esports,91145.0,19.0,35.0,16748.0,3271
1755,26,28.0,37,29,39.48,87817.0,12,1043,93,Team Secret,63692.0,17.0,24.0,947.0,2246
1756,90,14.0,34,53,67.16,176945.0,38,1550,121,Team Secret,142172.0,25.0,13.0,17944.0,2613
1757,73,6.0,40,30,67.16,183631.0,34,1584,125,Team Liquid,115437.0,26.0,18.0,3456.0,2630
1758,50,20.0,9,54,34.3,85323.0,24,943,100,PSG.LGD,80007.0,16.0,29.0,29569.0,2882
1759,20,14.0,24,40,34.3,65574.0,9,875,86,Team Aster,55433.0,16.0,31.0,1966.0,2175
1760,63,11.0,21,43,36.37,90667.0,29,637,97,Team Liquid,70083.0,16.0,5.0,18126.0,2376
1761,49,37.0,30,57,36.37,86190.0,21,662,91,Fnatic,48268.0,15.0,9.0,2569.0,2062
1762,35,9.0,28,53,35.24,82537.0,15,832,89,Royal Never Give Up,53098.0,17.0,22.0,2770.0,2154
1763,79,13.0,15,52,35.24,102734.0,25,715,94,Team Liquid,65010.0,15.0,24.0,24255.0,2336
1764,45,18.191974595842957,23,41,43.29,81486.7612757732,20,830,91,Evil Geniuses,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,2180
1765,43,18.191974595842957,21,50,43.29,81486.7612757732,22,792,88,Team Liquid,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,2059
1766,24,41.0,25,43,28.23,45447.0,10,732,79,Team Aster,47192.0,14.0,14.0,3695.0,2287
1767,54,36.0,11,41,28.23,67769.0,24,753,90,PSG.LGD,62425.0,14.0,20.0,19357.0,2849
1768,123,19.0,33,34,57.2,193799.0,50,1508,133,Team Secret,105172.0,25.0,37.0,20271.0,3005
1769,101,20.0,50,31,57.2,187620.0,33,1351,127,OG,97493.0,27.0,38.0,16856.0,2469
1770,49,18.191974595842957,42,34,65.28,62117.0,22,1455,99,PSG.LGD,62238.098293113595,13.504618937644342,19.03002309468822,9501.0,1679
1771,118,18.191974595842957,22,30,65.28,59268.0,41,1754,117,Team Liquid,62238.098293113595,13.504618937644342,19.03002309468822,10746.0,2260
1772,60,11.0,13,37,29.5,71954.0,27,710,92,Fnatic,61719.0,13.0,9.0,13172.0,2690
1773,25,9.0,27,45,29.5,38808.0,11,631,75,OG,40679.0,11.0,18.0,4881.0,1900
1774,35,15.0,44,23,32.56,68002.0,16,510,73,OG,37936.0,16.0,23.0,1891.0,1697
1775,90,6.0,18,46,32.56,98046.0,44,732,100,Team Liquid,65698.0,15.0,21.0,17583.0,2984
1776,20,22.0,25,54,36.28,72395.0,15,1098,95,Team Liquid,66920.0,18.0,29.0,6072.0,2394
1777,64,54.0,15,34,36.28,70841.0,24,829,96,Evil Geniuses,82379.0,17.0,26.0,24629.0,2365
1778,44,9.0,29,83,43.25,70680.0,16,1170,106,Team Liquid,69900.0,21.0,32.0,3968.0,2494
1779,59,56.0,16,36,43.25,72481.0,28,1341,116,Tundra Esports,93854.0,21.0,33.0,28336.0,2933
1780,33,12.0,42,23,32.3,55564.0,13,561,74,BOOM Esports,38251.0,15.0,22.0,3451.0,1831
1781,103,30.0,14,46,32.3,96341.0,42,797,102,Fnatic,68358.0,14.0,23.0,20445.0,3052
1782,50,18.191974595842957,4,28,25.26,52718.0,21,795,87,Team Aster,53042.0,13.504618937644342,19.03002309468822,3317.0,2871
1783,8,18.191974595842957,21,52,25.26,27357.0,4,670,80,Royal Never Give Up,43914.0,13.504618937644342,19.03002309468822,5345.0,2495
1784,52,5.0,7,51,15.12,43456.0,24,263,51,Evil Geniuses,33344.0,7.0,2.0,10851.0,1881
1785,17,6.0,24,14,15.12,25644.0,7,200,43,Fnatic,14044.0,6.0,6.0,10.0,1406
1786,118,36.0,23,56,45.1,166423.0,42,1059,121,Team Liquid,97880.0,21.0,31.0,26146.0,2941
1787,67,11.0,42,20,45.1,145602.0,23,1049,104,Nigma Galaxy,68454.0,21.0,33.0,4487.0,2292
1788,59,20.0,15,56,42.12,62520.0,25,998,105,Evil Geniuses,80795.0,18.0,27.0,13360.0,2415
1789,29,25.0,25,34,42.12,59590.0,15,915,96,Fnatic,52165.0,17.0,28.0,2115.0,1963
1790,52,5.0,16,68,26.24,56758.0,29,611,79,Team Liquid,55926.0,12.0,4.0,11443.0,2351
1791,31,9.0,29,40,26.24,58215.0,16,409,69,Team Secret,31667.0,11.0,12.0,1257.0,1713
1792,72,23.0,25,41,40.4,83814.0,24,1036,118,PSG.LGD,82312.0,20.0,29.0,12988.0,3217
1793,49,34.0,25,48,40.4,71215.0,25,1141,105,Team Aster,70299.0,18.0,30.0,12968.0,2628
1794,48,20.0,25,32,53.5,119719.0,19,1456,119,Team Aster,85062.0,23.0,39.0,6830.0,2605
1795,53,26.0,20,39,53.5,99139.0,25,1624,125,Fnatic,128812.0,23.0,28.0,18049.0,2855
1796,58,25.0,14,36,32.45,58716.0,29,830,96,PSG.LGD,71101.0,14.0,18.0,17704.0,2583
1797,27,25.0,30,35,32.45,42592.0,14,656,76,Team Liquid,40643.0,14.0,12.0,2055.0,1764
1798,26,11.0,34,27,25.21,39270.0,11,494,64,OG,28756.0,10.0,7.0,388.0,1609
1799,78,16.0,12,53,25.21,61829.0,33,455,79,Team Liquid,46428.0,10.0,8.0,7816.0,2377
1800,14,18.191974595842957,33,55,35.36,76245.0,8,781,82,Team Liquid,40707.0,13.504618937644342,19.03002309468822,965.0,1836
1801,93,18.191974595842957,8,37,35.36,101166.0,33,846,107,Evil Geniuses,76167.0,13.504618937644342,19.03002309468822,23133.0,3001
1802,59,33.0,10,57,33.45,78280.0,28,944,103,BOOM Esports,78790.0,16.0,25.0,24401.0,2952
1803,27,46.0,28,14,33.45,49436.0,10,887,87,Team Spirit,54687.0,15.0,31.0,3919.0,2217
1804,58,18.191974595842957,26,59,45.34,81486.7612757732,33,1064,100,Team Liquid,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,2461
1805,51,18.191974595842957,33,38,45.34,81486.7612757732,24,848,93,Evil Geniuses,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,2107
1806,56,12.0,9,23,18.25,40556.0,28,349,59,Evil Geniuses,42179.0,8.0,7.0,6320.0,2233
1807,16,6.0,29,6,18.25,24131.0,9,231,45,OG,20877.0,7.0,8.0,2986.0,1371
1808,37,11.0,24,47,30.57,52854.0,18,862,82,Team Aster,53002.0,14.0,16.0,3552.0,2252
1809,54,10.0,18,54,30.57,67664.0,24,810,90,Royal Never Give Up,65607.0,15.0,21.0,14336.0,2562
1810,67,12.0,8,38,27.42,66403.0,26,622,83,Team Liquid,56720.0,13.0,11.0,20960.0,2355
1811,23,3.0,26,51,27.42,84196.0,8,570,72,Team Secret,35688.0,14.0,17.0,921.0,1875
1812,27,29.0,37,25,35.1,73290.0,11,797,85,OG,50588.0,16.0,21.0,8393.0,2060
1813,80,24.0,11,36,35.1,104159.0,36,737,105,Team Liquid,77259.0,16.0,26.0,21716.0,3004
1814,41,5.0,33,44,32.17,77249.0,22,711,85,PSG.LGD,45856.0,16.0,25.0,3351.0,2148
1815,77,8.0,22,30,32.17,87087.0,33,716,96,Team Aster,59449.0,15.0,20.0,9972.0,2707
1816,53,25.0,13,31,26.31,61822.0,26,593,82,Team Liquid,53435.0,12.0,11.0,10395.0,2421
1817,29,18.191974595842957,26,30,26.31,42399.0,13,457,67,PSG.LGD,33571.0,11.0,13.0,1265.0,1699
1818,87,11.0,13,21,33.13,60510.0,30,600,97,Fnatic,67521.0,15.0,13.0,13223.0,2506
1819,25,15.0,31,52,33.13,60097.0,11,637,79,PSG.LGD,46101.0,14.0,15.0,5641.0,1771
1820,26,15.0,32,64,25.53,50671.0,14,450,60,Royal Never Give Up,30583.0,13.0,20.0,530.0,1595
1821,76,23.0,14,32,25.53,64600.0,32,506,78,PSG.LGD,47577.0,13.0,19.0,6404.0,2432
1822,107,12.0,41,46,58.9,166348.0,37,1315,120,Team Secret,92327.0,26.0,36.0,10239.0,2289
1823,116,18.0,37,60,58.9,146049.0,41,1488,123,Evil Geniuses,112105.0,26.0,52.0,18035.0,2749
1824,67,18.191974595842957,34,87,59.52,159675.0,28,1896,132,Team Secret,139557.0,13.504618937644342,19.03002309468822,27727.0,2749
1825,71,18.191974595842957,28,41,59.52,114414.0,33,2016,134,Team Liquid,123589.0,13.504618937644342,19.03002309468822,19025.0,3096
1826,53,18.191974595842957,10,33,37.26,81486.7612757732,27,773,89,Team Liquid,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,2421
1827,24,18.191974595842957,27,43,37.26,81486.7612757732,10,602,69,Evil Geniuses,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,1471
1828,90,21.0,22,43,38.37,118116.0,36,995,115,Tundra Esports,82592.0,18.0,36.0,22363.0,3194
1829,38,17.0,36,49,38.37,95251.0,22,952,96,Nigma Galaxy,60361.0,17.0,32.0,3863.0,2450
1830,33,18.191974595842957,2,51,19.1,81486.7612757732,17,293,54,PSG.LGD,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,1792
1831,3,18.191974595842957,17,35,19.1,81486.7612757732,2,231,40,Team Liquid,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,1048
1832,66,37.0,30,28,28.0,53313.0,26,428,72,OG,51870.0,12.0,18.0,13261.0,2118
1833,54,51.0,29,16,28.0,54418.0,26,422,67,Evil Geniuses,38556.0,12.0,8.0,1792.0,1902
1834,99,17.0,43,55,53.54,217908.0,40,1698,133,PSG.LGD,120949.0,25.0,40.0,20551.0,3043
1835,98,12.0,40,37,53.54,199752.0,41,1489,133,Royal Never Give Up,97509.0,25.0,35.0,15434.0,3162
1836,47,18.191974595842957,13,36,32.15,81486.7612757732,35,585,84,Evil Geniuses,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,2500
1837,27,18.191974595842957,35,28,32.15,81486.7612757732,12,452,65,Team Liquid,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,1543
1838,34,12.0,37,58,32.38,72983.0,14,647,80,Nigma Galaxy,44572.0,15.0,20.0,2493.0,1982
1839,86,32.0,14,36,32.38,97300.0,36,886,101,OG,77425.0,15.0,26.0,27346.0,3027
1840,34,7.0,29,39,33.58,80982.0,17,860,85,OG,53919.0,17.0,19.0,4246.0,2057
1841,64,10.0,19,40,33.58,73497.0,28,851,102,Team Liquid,66365.0,15.0,32.0,23799.0,2757
1842,86,23.0,26,44,43.27,105061.0,44,855,110,OG,90588.0,18.0,17.0,20971.0,2463
1843,53,8.0,44,94,43.27,96307.0,25,965,100,Team Liquid,62256.0,18.0,28.0,3809.0,2210
1844,41,24.0,36,15,42.3,113291.0,20,870,103,Nigma Galaxy,63467.0,18.0,28.0,1818.0,2381
1845,91,24.0,20,33,42.3,138726.0,36,1321,121,Team Liquid,101403.0,19.0,30.0,23922.0,3538
1846,64,18.191974595842957,56,25,58.8,63466.0,24,1189,105,Evil Geniuses,67977.0,13.504618937644342,19.03002309468822,982.0,2083
1847,127,18.191974595842957,26,21,58.8,72920.0,55,1003,118,Team Secret,100696.0,13.504618937644342,19.03002309468822,9944.0,2552
1848,100,18.0,12,52,40.1,57675.0,37,870,92,Fnatic,83124.0,17.0,8.0,12460.0,2385
1849,30,11.0,37,20,40.1,36185.0,12,877,71,Team Liquid,47280.0,18.0,6.0,1546.0,1430
1850,26,4.0,2,54,14.24,27295.0,15,315,50,Royal Never Give Up,25503.0,7.0,9.0,4390.0,1946
1851,3,8.0,15,40,14.24,18406.0,2,285,42,PSG.LGD,19366.0,8.0,11.0,1334.0,1562
1852,95,18.191974595842957,29,44,58.46,81486.7612757732,45,1094,117,Evil Geniuses,94189.0,13.504618937644342,19.03002309468822,9776.290127020786,2446
1853,55,18.191974595842957,45,30,58.46,81486.7612757732,28,1138,112,Team Secret,82038.0,13.504618937644342,19.03002309468822,9776.290127020786,2310
1854,84,24.0,26,29,64.6,204388.0,40,1969,136,Fnatic,124269.0,30.0,57.0,13644.0,3008
1855,78,30.0,40,75,64.6,178090.0,26,2040,142,OG,166193.0,29.0,42.0,35211.0,2964
1856,0,18.191974595842957,4,0,56.12,44.0,0,0,64,PSG.LGD,34941.0,13.504618937644342,19.03002309468822,9776.290127020786,808
1857,0,18.191974595842957,3,0,56.12,154.0,0,0,54,Royal Never Give Up,37695.0,2.0,1.0,9776.290127020786,622
1858,24,21.0,38,31,51.49,65437.0,10,1516,112,Team Spirit,80663.0,23.0,40.0,2749.0,2409
1859,69,29.0,12,37,51.49,121727.0,37,1769,134,Team Secret,140697.0,24.0,36.0,34989.0,3300
1860,21,15.0,21,23,32.56,48510.0,10,790,80,Team Aster,45350.0,15.0,18.0,2964.0,1989
1861,53,33.0,10,47,32.56,69278.0,20,911,97,PSG.LGD,63057.0,16.0,24.0,12681.0,2675
1862,69,18.191974595842957,24,31,45.19,53955.0,29,1056,100,Evil Geniuses,81672.0,13.504618937644342,19.03002309468822,11943.0,2421
1863,61,18.191974595842957,32,39,45.19,50490.0,22,1071,95,Fnatic,88696.0,13.504618937644342,19.03002309468822,12394.0,2262
1864,32,18.191974595842957,21,46,30.42,81486.7612757732,12,534,65,PSG.LGD,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,1608
1865,43,18.191974595842957,12,16,30.42,81486.7612757732,21,495,74,Evil Geniuses,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,2031
1866,77,12.0,23,68,40.43,109241.0,32,1552,119,Royal Never Give Up,85765.0,18.0,22.0,13722.0,3275
1867,56,19.0,32,41,40.43,94504.0,23,1132,110,Team Aster,72952.0,18.0,23.0,10717.0,3004
1868,68,18.191974595842957,34,20,54.42,81486.7612757732,32,999,94,Fnatic,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,1828
1869,73,18.191974595842957,34,38,54.42,81486.7612757732,33,924,110,Evil Geniuses,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,2434
1870,65,9.0,13,34,29.0,68064.0,29,635,91,Team Liquid,56498.0,14.0,20.0,18125.0,2737
1871,19,15.0,30,41,29.0,56611.0,12,789,75,Team Secret,46597.0,13.0,4.0,9013.0,1979
1872,78,18.191974595842957,26,24,50.7,66608.0,31,749,90,Team Secret,80065.0,13.504618937644342,19.03002309468822,13708.0,1775
1873,68,18.191974595842957,32,28,50.7,56866.0,26,868,90,Evil Geniuses,60880.0,13.504618937644342,19.03002309468822,279.0,1799
1874,34,35.0,39,31,35.7,57500.0,13,815,87,Tundra Esports,46927.0,17.0,33.0,2411.0,2135
1875,78,24.0,13,24,35.7,122777.0,39,1212,118,Team Spirit,92225.0,15.0,30.0,21126.0,3622
1876,65,34.0,17,12,29.27,49820.0,23,710,76,Evil Geniuses,73079.0,12.0,20.0,12664.0,2299
1877,27,32.0,25,19,29.27,41285.0,16,672,69,OG,45719.0,13.0,9.0,2562.0,1868
1878,58,33.0,24,62,40.7,106077.0,22,1183,111,PSG.LGD,86113.0,19.0,35.0,24642.0,2970
1879,67,67.0,22,41,40.7,118787.0,24,1075,108,Team Aster,80401.0,19.0,36.0,4081.0,2809
1880,53,19.0,14,71,34.29,56858.0,18,1038,100,Team Liquid,74018.0,17.0,25.0,14577.0,2766
1881,33,35.0,20,42,34.29,55204.0,14,919,88,Team Aster,51935.0,16.0,25.0,1221.0,2116
1882,73,19.0,16,46,42.3,99374.0,30,1273,117,PSG.LGD,101509.0,20.0,39.0,35597.0,3064
1883,35,31.0,30,15,42.3,105472.0,16,1080,97,Team Spirit,71817.0,18.0,38.0,2853.0,2363
1884,17,1.0,33,48,31.41,70572.0,11,733,75,OG,45552.0,15.0,17.0,3612.0,1786
1885,86,21.0,11,26,31.41,92935.0,33,885,102,PSG.LGD,75422.0,16.0,26.0,20627.0,3104
1886,80,9.0,19,34,38.45,87423.0,29,1143,106,Team Secret,62238.098293113595,18.0,15.0,18674.0,2683
1887,49,17.0,30,43,38.45,77251.0,19,873,92,Evil Geniuses,62238.098293113595,17.0,30.0,2816.0,2080
1888,94,29.0,8,72,30.22,79925.0,36,906,99,OG,74042.0,15.0,22.0,16405.0,3060
1889,13,19.0,36,30,30.22,41657.0,8,652,69,Nigma Galaxy,43201.0,11.0,19.0,1429.0,1695
1890,54,50.0,25,40,48.24,90846.0,22,1379,124,Team Liquid,111795.0,23.0,44.0,28059.0,2877
1891,75,45.0,23,41,48.24,109157.0,25,1785,121,Tundra Esports,109353.0,22.0,41.0,5064.0,2971
1892,24,18.191974595842957,37,34,32.6,33287.0,12,558,64,Team Secret,30280.0,13.504618937644342,19.03002309468822,1842.0,1533
1893,54,18.191974595842957,12,45,32.6,53206.0,36,611,82,OG,69531.0,13.504618937644342,19.03002309468822,9869.0,2389
1894,64,18.191974595842957,16,32,34.53,46749.0,30,648,84,Team Secret,65744.0,13.504618937644342,19.03002309468822,2273.0,2296
1895,36,18.191974595842957,30,29,34.53,35700.0,14,530,70,PSG.LGD,43763.0,13.504618937644342,19.03002309468822,2168.0,1633
1896,39,9.0,6,35,18.47,42602.0,22,357,54,Team Secret,34456.0,9.0,4.0,6031.0,1915
1897,9,6.0,22,32,18.47,24753.0,6,323,44,Team Liquid,23750.0,10.0,7.0,1361.0,1351
1898,13,18.0,33,42,31.47,44514.0,7,661,75,Team Liquid,42399.0,14.0,16.0,1636.0,1691
1899,66,2.0,7,44,31.47,72971.0,33,787,95,PSG.LGD,72861.0,16.0,19.0,20286.0,2567
1900,28,16.0,27,58,36.13,49417.0,13,720,79,PSG.LGD,45079.0,16.0,17.0,2212.0,1668
1901,61,26.0,13,42,36.13,59583.0,26,855,97,Team Liquid,74481.0,13.0,15.0,18305.0,2332
1902,78,4.0,14,22,37.36,58487.0,30,699,100,OG,81321.0,16.0,14.0,16683.0,2393
1903,27,8.0,30,31,37.36,54130.0,14,842,87,Team Secret,53732.0,16.0,12.0,2263.0,1941
1904,85,7.0,31,49,50.0,125235.0,33,1350,118,PSG.LGD,76014.0,24.0,34.0,10695.0,2824
1905,82,13.0,33,41,50.0,112722.0,30,1436,125,Team Aster,98841.0,23.0,33.0,23507.0,3020
1906,56,30.0,6,71,28.28,79208.0,34,731,90,Royal Never Give Up,69029.0,14.0,21.0,21268.0,2673
1907,14,5.0,34,44,28.28,44754.0,6,648,72,PSG.LGD,42659.0,13.0,16.0,12082.0,1826
1908,102,33.0,30,19,52.12,207441.0,42,1448,137,OG,133392.0,25.0,43.0,29843.0,3373
1909,79,28.0,42,43,52.12,165246.0,30,1260,124,BOOM Esports,93270.0,24.0,42.0,12216.0,3017
1910,40,38.0,34,31,40.59,80582.0,20,1122,100,Team Spirit,69186.0,19.0,32.0,4813.0,2496
1911,77,45.0,21,27,40.59,91167.0,34,974,117,Tundra Esports,91167.0,20.0,37.0,14650.0,3118
1912,51,7.0,14,43,28.6,69740.0,21,683,84,PSG.LGD,59944.0,14.0,21.0,19086.0,2460
1913,30,16.0,21,46,28.6,47410.0,13,610,73,Royal Never Give Up,38996.0,12.0,20.0,4071.0,1845
1914,90,9.0,14,27,35.52,109415.0,33,686,105,Fnatic,65621.0,17.0,25.0,15948.0,2727
1915,33,52.0,34,32,35.52,75543.0,13,816,91,Evil Geniuses,48068.0,16.0,22.0,2299.0,2158
1916,81,16.0,9,46,32.51,88102.0,36,965,106,PSG.LGD,82720.0,15.0,27.0,19742.0,3293
