,assists,creeps_stacked,deaths,denies,duration,hero_damage,kills,last_hits,levels,name,net,obs_placed,sen_placed,tower_damage,xpm
630,28,15.0,28,21,38.9,93462.0,10,872,86,Team Aster,49811.0,18.0,26.0,2103.0,1930
631,63,23.0,11,52,38.9,104714.0,28,963,106,Royal Never Give Up,79815.0,18.0,27.0,18901.0,2810
632,80,5.0,8,34,28.19,67540.0,33,551,84,PSG.LGD,63646.0,13.0,14.0,11093.0,2348
633,14,11.0,33,31,28.19,38739.0,8,498,65,Team Liquid,33778.0,10.0,3.0,2329.0,1483
634,83,52.0,21,28,40.2,107969.0,32,970,116,Fnatic,90102.0,19.0,37.0,22413.0,3157
635,44,30.0,32,59,40.2,67405.0,21,1048,101,Evil Geniuses,63505.0,17.0,25.0,2173.0,2379
636,77,18.0,18,46,32.24,66558.0,32,794,99,PSG.LGD,68540.0,15.0,22.0,20631.0,2848
637,37,3.0,33,62,32.24,66183.0,18,645,78,Evil Geniuses,39710.0,15.0,16.0,2565.0,1836
638,31,18.191974595842957,29,23,39.39,81486.7612757732,14,625,75,Evil Geniuses,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,1559
639,54,18.191974595842957,16,37,39.39,81486.7612757732,28,847,93,Team Liquid,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,2521
640,17,34.0,24,37,31.43,56578.0,9,680,80,Team Secret,46903.0,14.0,24.0,1776.0,2051
641,44,71.0,9,60,31.43,65372.0,24,922,95,OG,75054.0,14.0,22.0,17188.0,2800
642,40,18.191974595842957,19,38,39.27,40958.0,13,935,83,Team Liquid,75816.0,13.504618937644342,19.03002309468822,11353.0,2026
643,46,18.191974595842957,13,18,39.27,30029.0,19,959,85,Evil Geniuses,61794.0,13.504618937644342,19.03002309468822,4826.0,2046
644,57,12.0,36,73,43.35,127492.0,27,1126,106,OG,60991.0,20.0,31.0,6760.0,2469
645,84,37.0,27,38,43.35,107710.0,36,1181,124,Team Secret,94565.0,20.0,26.0,31187.0,3275
646,36,18.191974595842957,33,29,42.4,81486.7612757732,20,720,81,Evil Geniuses,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,1756
647,65,18.191974595842957,20,28,42.4,81486.7612757732,33,790,94,Team Liquid,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,2371
648,124,22.0,21,53,42.23,186471.0,52,1092,124,Tundra Esports,102957.0,21.0,36.0,29142.0,3397
649,68,41.0,52,28,42.23,157143.0,20,950,106,OG,76418.0,20.0,34.0,2888.0,2565
650,40,75.0,16,17,34.1,59842.0,13,912,98,Fnatic,71234.0,16.0,30.0,20648.0,2795
651,39,64.0,14,35,34.1,69606.0,16,986,98,BOOM Esports,64554.0,16.0,28.0,7386.0,2736
652,32,21.0,22,60,32.19,67053.0,19,933,91,Team Aster,58218.0,16.0,30.0,4032.0,2531
653,56,36.0,20,29,32.19,66131.0,22,960,98,PSG.LGD,73796.0,16.0,30.0,26698.0,3023
654,71,24.0,48,37,44.24,122178.0,30,883,105,Team Liquid,65108.0,20.0,35.0,2829.0,2403
655,105,48.0,31,30,44.24,132538.0,48,1508,131,PSG.LGD,115972.0,20.0,33.0,19225.0,3435
656,101,26.0,24,59,41.11,131840.0,35,1014,116,Evil Geniuses,96257.0,19.0,18.0,22912.0,2968
657,47,8.0,38,48,41.11,105679.0,22,880,93,Team Liquid,59545.0,18.0,24.0,4829.0,1920
658,82,20.0,27,61,40.19,99641.0,28,968,107,PSG.LGD,75000.0,19.0,29.0,21331.0,2751
659,60,40.0,28,31,40.19,91016.0,25,1156,110,Team Aster,78268.0,19.0,28.0,4512.0,2875
660,30,42.0,33,36,37.19,74157.0,15,1041,96,Tundra Esports,60315.0,16.0,34.0,3648.0,2366
661,62,17.0,15,23,37.19,90662.0,33,1065,113,Team Liquid,88348.0,17.0,33.0,26700.0,3259
662,20,31.0,26,36,35.9,57803.0,10,700,81,Evil Geniuses,39232.0,16.0,23.0,1939.0,1781
663,39,28.0,11,69,35.9,66028.0,26,1019,101,Team Secret,76100.0,17.0,17.0,24559.0,2719
664,16,18.191974595842957,19,41,26.42,81486.7612757732,8,387,56,Fnatic,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,1373
665,45,18.191974595842957,8,40,26.42,81486.7612757732,19,413,65,Evil Geniuses,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,1890
666,65,29.0,7,39,23.14,66647.0,31,477,74,Thunder Awaken,47336.0,11.0,18.0,8362.0,2541
667,9,19.0,31,28,23.14,42943.0,7,481,60,PSG.LGD,37652.0,11.0,17.0,9776.290127020786,1743
668,57,25.0,7,46,28.36,67153.0,23,801,86,PSG.LGD,64331.0,14.0,19.0,21398.0,2571
669,19,30.0,23,24,28.36,43060.0,7,636,72,Royal Never Give Up,41600.0,14.0,21.0,3748.0,1957
670,24,18.191974595842957,32,31,55.25,81486.7612757732,11,896,80,Evil Geniuses,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,1325
671,74,18.191974595842957,12,25,55.25,81486.7612757732,31,941,101,Fnatic,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,2087
672,50,18.191974595842957,20,24,49.1,44622.0,24,1166,96,Evil Geniuses,91314.0,13.504618937644342,19.03002309468822,10744.0,2126
673,50,18.191974595842957,24,41,49.1,38596.0,20,936,88,PSG.LGD,63652.0,13.504618937644342,19.03002309468822,3001.0,1875
674,43,23.0,34,42,34.8,62307.0,19,612,80,OG,44595.0,14.0,19.0,3729.0,1813
675,99,25.0,21,54,34.8,88562.0,34,718,99,Evil Geniuses,69719.0,14.0,9.0,15856.0,2674
676,24,18.191974595842957,17,53,36.13,81486.7612757732,12,591,67,Evil Geniuses,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,1456
677,51,18.191974595842957,13,44,36.13,81486.7612757732,16,717,80,Team Liquid,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,2006
678,22,25.0,37,37,31.0,60630.0,12,631,74,Nigma Galaxy,43945.0,15.0,28.0,1848.0,1802
679,80,20.0,12,37,31.0,106168.0,37,819,101,OG,67073.0,14.0,26.0,12652.0,3211
680,83,30.0,29,89,56.7,140214.0,36,1740,134,OG,126248.0,25.0,50.0,19704.0,3048
681,58,36.0,37,19,56.7,110071.0,26,1535,128,Team Spirit,100461.0,27.0,50.0,9438.0,2799
682,85,8.0,21,28,34.55,92013.0,31,921,107,Thunder Awaken,76774.0,16.0,26.0,25023.0,3167
683,49,20.0,32,21,34.55,119035.0,20,949,94,Team Liquid,54728.0,16.0,22.0,1758.0,2461
684,123,4.0,31,84,76.34,249359.0,60,1578,125,Evil Geniuses,129022.0,34.0,33.0,20388.0,2630
685,89,18.0,60,40,76.34,264160.0,31,2136,122,Team Aster,116873.0,36.0,79.0,4858.0,2309
686,79,33.0,13,38,36.4,100571.0,32,949,110,Evil Geniuses,81100.0,18.0,31.0,29686.0,3119
687,32,19.0,33,27,36.4,69984.0,12,775,89,BOOM Esports,50480.0,17.0,34.0,3933.0,2158
688,60,10.0,36,24,53.31,88563.0,23,1126,103,Team Secret,79359.0,23.0,28.0,5171.0,2204
689,73,28.0,23,36,53.31,96942.0,36,1456,108,Evil Geniuses,113583.0,22.0,19.0,22883.0,2366
690,71,29.0,7,33,35.28,75333.0,32,1041,111,Fnatic,83896.0,17.0,28.0,12812.0,3275
691,14,23.0,32,37,35.28,49357.0,7,949,87,Team Secret,59196.0,16.0,31.0,1998.0,2073
692,39,38.0,30,35,38.18,50603.0,19,870,94,OG,65368.0,19.0,22.0,19848.0,2179
693,68,22.0,20,27,38.18,89758.0,30,1042,105,Evil Geniuses,79170.0,18.0,21.0,22674.0,2634
694,72,18.191974595842957,28,37,44.2,74547.0,30,1046,93,Fnatic,85138.0,13.504618937644342,19.03002309468822,7737.0,2293
695,51,18.191974595842957,31,13,44.2,56922.0,28,969,91,OG,72465.0,13.504618937644342,19.03002309468822,2265.0,2161
696,42,18.191974595842957,10,13,26.31,81486.7612757732,22,442,69,PSG.LGD,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,2028
697,24,18.191974595842957,22,41,26.31,81486.7612757732,10,342,57,Evil Geniuses,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,1504
698,38,37.0,17,62,35.37,70631.0,22,949,102,Team Liquid,71046.0,17.0,20.0,21009.0,2823
699,46,35.0,22,30,35.37,81194.0,14,856,91,Team Spirit,52118.0,16.0,23.0,86.0,2242
700,88,63.0,23,46,36.56,116944.0,41,921,115,OG,70958.0,17.0,27.0,13574.0,3270
701,35,5.0,41,56,36.56,89652.0,18,902,100,Team Liquid,59640.0,16.0,16.0,10391.0,2480
702,70,31.0,21,54,42.38,111898.0,33,967,113,Evil Geniuses,100791.0,18.0,25.0,17928.0,2674
703,44,1.0,34,51,42.38,74210.0,20,835,99,Team Secret,57608.0,19.0,26.0,1718.0,2102
704,53,18.191974595842957,20,30,40.13,43781.0,26,739,89,OG,77338.0,13.504618937644342,19.03002309468822,10691.0,2264
705,36,18.191974595842957,27,29,40.13,49295.0,19,808,81,Evil Geniuses,53808.0,13.504618937644342,19.03002309468822,1262.0,1840
706,32,33.0,35,48,54.9,111693.0,17,1093,101,Evil Geniuses,76988.0,24.0,26.0,20024.0,1733
707,96,23.0,17,42,54.9,127098.0,35,1403,120,Team Aster,109601.0,24.0,32.0,15205.0,2642
708,23,18.191974595842957,15,55,37.56,30575.0,13,729,75,Evil Geniuses,50390.0,13.504618937644342,19.03002309468822,2108.0,1731
709,19,18.191974595842957,13,39,37.56,36214.0,15,689,80,Team Secret,64275.0,13.504618937644342,19.03002309468822,8351.0,1956
710,116,22.0,46,29,61.5,207763.0,45,1524,134,Royal Never Give Up,119412.0,28.0,53.0,21567.0,2863
711,104,81.0,45,25,61.5,220394.0,46,1572,138,BOOM Esports,121074.0,27.0,52.0,17913.0,3046
712,20,11.0,33,16,23.58,38125.0,8,393,61,OG,24974.0,12.0,17.0,1550.0,1736
713,68,30.0,8,65,23.58,62703.0,33,605,84,Team Liquid,49906.0,11.0,12.0,5904.0,2966
714,35,11.0,32,45,35.4,73640.0,16,867,88,Team Liquid,53746.0,15.0,15.0,5316.0,2121
715,71,9.0,24,38,35.4,73400.0,32,1002,106,OG,73072.0,16.0,11.0,17726.0,2964
716,28,18.191974595842957,24,21,38.41,41480.0,19,764,74,Team Liquid,54029.0,16.0,14.0,4409.0,1655
717,45,56.0,22,39,38.41,68901.0,24,938,88,Team Secret,79030.0,17.0,16.0,13392.0,2270
718,33,17.0,13,44,37.37,80962.0,13,1223,94,PSG.LGD,68806.0,17.0,25.0,8331.0,2279
719,34,25.0,13,43,37.37,55450.0,13,1180,102,Team Aster,77916.0,18.0,27.0,16292.0,2691
720,0,18.191974595842957,5,0,53.2,293.0,0,1,52,Fnatic,36135.0,1.0,1.0,9776.290127020786,665
721,0,18.191974595842957,5,0,53.2,233.0,0,0,53,BOOM Esports,32094.0,2.0,19.03002309468822,9776.290127020786,647
722,29,26.0,26,58,32.0,70711.0,14,847,83,Team Liquid,48416.0,10.0,17.0,9449.0,2098
723,54,23.0,14,32,32.0,97028.0,26,951,100,Fnatic,70255.0,15.0,18.0,22767.0,2922
724,36,18.191974595842957,31,39,59.33,81486.7612757732,19,1340,100,Team Liquid,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,1960
725,62,18.191974595842957,19,43,59.33,81486.7612757732,31,1315,109,Fnatic,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,2242
726,65,9.0,37,33,55.11,95119.0,27,1380,116,Team Aster,74618.0,26.0,50.0,3879.0,2167
727,65,23.0,28,41,55.11,107501.0,36,1491,121,PSG.LGD,117273.0,24.0,21.0,21625.0,2765
728,72,2.0,11,61,23.5,64788.0,27,436,75,Royal Never Give Up,45640.0,10.0,9.0,13944.0,2431
729,22,8.0,27,27,23.5,58487.0,11,431,60,Team Spirit,29053.0,11.0,6.0,458.0,1654
730,70,8.0,13,55,38.21,64360.0,31,984,105,PSG.LGD,83457.0,17.0,19.0,17575.0,2661
731,29,27.0,31,21,38.21,40638.0,13,858,90,Evil Geniuses,49834.0,16.0,30.0,2766.0,2000
732,55,20.0,47,68,51.52,145042.0,27,1531,116,Evil Geniuses,62238.098293113595,23.0,42.0,12932.0,2677
733,114,31.0,27,59,51.52,149341.0,46,1424,122,Team Secret,62238.098293113595,22.0,37.0,23627.0,3199
734,91,7.0,5,43,23.24,66837.0,36,627,86,Team Secret,53089.0,12.0,13.0,4143.0,3131
735,13,8.0,36,19,23.24,36903.0,5,434,60,OG,27537.0,11.0,9.0,1200.0,1682
736,27,13.0,30,16,36.14,74732.0,20,752,90,Fnatic,50881.0,13.0,15.0,1902.0,2055
737,63,26.0,20,40,36.14,94918.0,29,813,104,Team Liquid,78550.0,15.0,9.0,14131.0,2677
738,46,39.0,38,36,42.16,120408.0,20,1150,114,Team Secret,84987.0,18.0,30.0,5591.0,2936
739,78,34.0,22,48,42.16,101190.0,38,1086,121,Team Liquid,88794.0,19.0,34.0,13830.0,3239
740,108,24.0,29,41,48.21,189587.0,51,1260,130,PSG.LGD,107547.0,23.0,37.0,27995.0,3165
741,66,12.0,51,41,48.21,110921.0,28,1098,118,Nigma Galaxy,73849.0,22.0,29.0,3597.0,2705
742,38,18.191974595842957,35,43,50.11,81486.7612757732,22,1045,95,Fnatic,66723.0,13.504618937644342,19.03002309468822,9776.290127020786,2038
743,88,18.191974595842957,23,37,50.11,81486.7612757732,33,1311,109,Team Secret,105000.0,13.504618937644342,19.03002309468822,9776.290127020786,2553
744,42,25.0,16,40,36.35,75096.0,16,944,102,Fnatic,70509.0,16.0,8.0,10541.0,2647
745,36,45.0,17,52,36.35,70823.0,16,890,96,OG,61781.0,15.0,6.0,6577.0,2340
746,97,14.0,20,32,35.22,107611.0,38,834,110,OG,82673.0,17.0,24.0,21752.0,3160
747,53,65.0,40,31,35.22,89047.0,16,612,81,Team Liquid,43044.0,16.0,25.0,526.0,1865
748,44,42.0,5,35,39.4,75298.0,17,1268,104,Team Spirit,93077.0,19.0,30.0,30890.0,2690
749,8,27.0,17,25,39.4,48920.0,5,1028,89,Thunder Awaken,62857.0,18.0,31.0,3128.0,2003
750,88,5.0,13,59,31.42,89395.0,38,789,101,Team Secret,69414.0,14.0,14.0,15967.0,3092
751,21,34.0,38,39,31.42,66862.0,13,625,73,OG,36510.0,14.0,17.0,2513.0,1844
752,9,18.191974595842957,35,32,26.58,29148.0,6,433,58,OG,30086.0,13.504618937644342,19.03002309468822,1111.0,1424
753,67,18.191974595842957,6,17,26.58,55142.0,34,593,77,Evil Geniuses,60692.0,13.504618937644342,19.03002309468822,7649.0,2502
754,55,12.0,4,34,21.34,54263.0,25,414,70,Evil Geniuses,50203.0,10.0,6.0,9949.0,2117
755,11,11.0,25,19,21.34,19569.0,4,390,53,OG,23168.0,10.0,12.0,101.0,1409
756,30,9.0,24,44,29.55,55117.0,17,674,80,Royal Never Give Up,46776.0,13.0,11.0,3449.0,2040
757,57,13.0,17,37,29.55,86134.0,23,824,90,Team Aster,64109.0,15.0,16.0,21545.0,2562
758,15,18.191974595842957,28,23,22.8,81486.7612757732,10,302,52,Team Liquid,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,1490
759,64,18.191974595842957,11,26,22.8,81486.7612757732,28,323,67,Evil Geniuses,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,2305
760,88,11.0,13,32,29.39,77423.0,34,782,91,Team Secret,64699.0,14.0,13.0,21169.0,2641
761,32,12.0,34,34,29.39,54163.0,13,571,70,OG,34600.0,15.0,17.0,1233.0,1740
762,82,21.0,15,17,35.1,94026.0,33,1097,112,OG,87795.0,17.0,30.0,14737.0,3347
763,39,48.0,33,31,35.1,80093.0,15,805,92,Tundra Esports,59016.0,16.0,31.0,1383.0,2464
764,62,36.0,9,32,32.58,62511.0,22,878,98,Fnatic,76962.0,16.0,27.0,25396.0,2818
765,21,44.0,22,33,32.58,58624.0,8,934,88,Team Liquid,58119.0,15.0,29.0,4404.0,2371
766,32,18.191974595842957,20,30,46.12,38499.0,11,1016,89,PSG.LGD,66196.0,13.504618937644342,19.03002309468822,1103.0,1933
767,54,18.191974595842957,11,59,46.12,48763.0,20,1241,101,Evil Geniuses,100384.0,13.504618937644342,19.03002309468822,13631.0,2470
768,57,18.191974595842957,19,32,50.54,51602.0,26,1093,102,OG,90223.0,13.504618937644342,19.03002309468822,7927.0,2294
769,39,18.191974595842957,27,34,50.54,36733.0,19,1214,98,Evil Geniuses,75665.0,13.504618937644342,19.03002309468822,9855.0,2104
770,93,18.191974595842957,38,45,55.1,91486.0,48,890,108,Evil Geniuses,90863.0,13.504618937644342,19.03002309468822,11725.0,2277
771,79,18.191974595842957,51,14,55.1,72412.0,37,1190,101,Team Liquid,71363.0,13.504618937644342,19.03002309468822,4513.0,2052
772,100,15.0,18,66,39.9,126609.0,40,946,113,Team Secret,80333.0,17.0,17.0,24230.0,3052
773,40,36.0,40,55,39.9,106362.0,18,750,94,OG,50814.0,17.0,27.0,4199.0,2191
774,23,4.0,27,64,32.36,44202.0,8,744,80,PSG.LGD,45905.0,16.0,31.0,3382.0,1856
775,64,18.0,9,45,32.36,58243.0,27,876,94,Evil Geniuses,71675.0,15.0,19.0,12654.0,2445
776,28,25.0,10,23,25.12,47785.0,15,821,81,PSG.LGD,61961.0,13.0,22.0,29459.0,2694
777,15,47.0,15,30,25.12,34484.0,8,685,69,Team Spirit,42613.0,12.0,20.0,1076.0,2074
778,55,12.0,10,60,32.24,68021.0,23,971,98,PSG.LGD,65011.0,16.0,25.0,14642.0,2711
779,22,3.0,23,30,32.24,31110.0,10,829,83,Team Aster,46336.0,16.0,25.0,4426.0,2055
780,27,18.191974595842957,34,39,29.17,43227.0,18,504,72,Evil Geniuses,37908.0,11.0,4.0,2357.0,1767
781,70,10.0,18,76,29.17,65494.0,33,591,94,OG,63599.0,12.0,5.0,15281.0,2707
782,23,16.0,27,39,37.53,67744.0,14,834,86,OG,54094.0,18.0,27.0,1383.0,1976
783,50,73.0,14,19,37.53,98616.0,27,1106,106,Team Spirit,84481.0,18.0,34.0,24979.0,2919
784,34,77.0,26,34,34.56,69984.0,12,800,89,BOOM Esports,53543.0,16.0,31.0,726.0,2308
785,62,56.0,12,39,34.56,80693.0,26,881,102,Tundra Esports,76989.0,16.0,29.0,37428.0,2864
786,58,32.0,18,36,31.18,75488.0,19,874,95,PSG.LGD,72960.0,15.0,16.0,20876.0,2848
787,31,81.0,21,24,31.18,51880.0,16,779,81,Nigma Galaxy,56416.0,15.0,16.0,2694.0,2103
788,73,18.191974595842957,10,42,25.39,81486.7612757732,25,356,69,PSG.LGD,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,2100
789,22,18.191974595842957,28,39,25.39,81486.7612757732,10,339,58,Fnatic,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,1496
790,19,14.0,23,60,25.46,49383.0,10,583,67,Team Secret,39540.0,11.0,9.0,1405.0,1958
791,58,95.0,10,20,25.46,70820.0,23,680,83,Team Liquid,49557.0,13.0,18.0,2023.0,2770
792,60,43.0,42,32,43.3,136788.0,27,953,114,OG,69014.0,20.0,35.0,3435.0,2819
793,120,38.0,27,37,43.3,152576.0,42,1102,126,Team Liquid,89370.0,19.0,33.0,27886.0,3387
794,47,18.191974595842957,24,20,48.52,81486.7612757732,18,780,86,Fnatic,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,1731
795,50,18.191974595842957,19,35,48.52,81486.7612757732,24,1010,98,Evil Geniuses,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,2207
796,52,45.0,39,28,69.44,70510.0,18,1547,100,Team Secret,109680.0,29.0,28.0,3571.0,1577
797,86,20.0,20,26,69.44,72594.0,39,1807,112,PSG.LGD,137270.0,27.0,19.0,13711.0,1948
798,51,94.0,29,41,40.22,107446.0,24,981,105,OG,67572.0,19.0,34.0,7557.0,2683
799,70,16.0,24,55,40.22,89046.0,28,1131,117,Team Spirit,84986.0,20.0,37.0,20191.0,3146
800,81,35.0,22,46,46.21,143588.0,37,1075,124,Tundra Esports,93267.0,22.0,39.0,21892.0,3082
801,44,34.0,37,51,46.21,107322.0,22,1160,110,OG,76639.0,21.0,35.0,2994.0,2498
802,20,18.191974595842957,23,46,37.42,81486.7612757732,9,750,73,Fnatic,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,1613
803,47,18.191974595842957,10,38,37.42,81486.7612757732,23,809,87,Evil Geniuses,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,2244
804,73,15.0,13,48,33.54,106045.0,31,613,94,Nigma Galaxy,63896.0,16.0,18.0,18457.0,2507
805,36,19.0,31,40,33.54,92183.0,13,702,82,Team Liquid,45088.0,15.0,24.0,196.0,2024
806,91,16.0,1,60,31.45,74234.0,39,739,99,Fnatic,69831.0,15.0,16.0,10546.0,2799
807,3,8.0,39,49,31.45,42112.0,1,556,66,Team Liquid,32717.0,15.0,16.0,3320.0,1317
808,70,18.191974595842957,44,28,59.27,81486.7612757732,31,1277,102,Team Liquid,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,1958
809,68,18.191974595842957,32,26,59.27,81486.7612757732,42,1098,107,Fnatic,62238.098293113595,13.504618937644342,19.03002309468822,9776.290127020786,2133
810,17,34.0,44,27,22.55,38155.0,9,471,62,OG,28584.0,10.0,11.0,179.0,1910
811,78,49.0,10,31,22.55,80798.0,44,650,89,Team Liquid,56793.0,11.0,15.0,8465.0,3440
812,55,33.0,21,59,52.53,104089.0,21,1518,119,Team Secret,102504.0,24.0,43.0,16112.0,2513
813,49,42.0,22,58,52.53,95664.0,21,1466,120,PSG.LGD,106019.0,24.0,41.0,12551.0,2690
814,55,47.0,47,88,45.49,122618.0,23,1239,109,OG,81354.0,21.0,38.0,14500.0,2640
815,122,44.0,23,15,45.49,147651.0,45,1211,128,Team Spirit,103324.0,22.0,38.0,17972.0,3356
816,40,51.0,17,39,36.51,67947.0,20,1033,108,Tundra Esports,86138.0,17.0,31.0,28288.0,3005
817,41,22.0,20,38,36.51,66605.0,16,1031,97,Fnatic,62038.0,18.0,31.0,3817.0,2553
818,13,11.0,35,69,36.1,43172.0,6,698,75,Nigma Galaxy,40270.0,16.0,20.0,5275.0,1632
819,100,29.0,6,55,36.1,74802.0,34,968,101,Team Secret,80592.0,17.0,20.0,23873.0,2752
820,114,14.0,6,47,26.56,86106.0,51,638,91,Tundra Esports,65635.0,13.0,24.0,27001.0,2958
821,10,11.0,51,22,26.56,40511.0,6,457,59,Nigma Galaxy,31423.0,12.0,18.0,573.0,1476
822,4,16.0,21,20,21.57,31786.0,2,554,63,Tundra Esports,32028.0,10.0,17.0,1551.0,1915
823,41,51.0,2,60,21.57,44562.0,20,587,74,Team Liquid,45238.0,10.0,17.0,12597.0,2561
824,7,10.0,25,42,22.22,45691.0,5,451,57,Evil Geniuses,26756.0,10.0,4.0,1178.0,1557
825,58,18.191974595842957,5,27,22.22,58557.0,25,392,69,Team Liquid,47993.0,10.0,3.0,17697.0,2094
826,42,17.0,16,33,34.43,68771.0,19,691,91,Team Liquid,74179.0,15.0,6.0,17712.0,2135
827,38,17.0,19,50,34.43,50074.0,16,669,79,Team Secret,44050.0,14.0,9.0,656.0,1728
828,24,18.191974595842957,44,39,35.58,35843.0,13,514,66,Fnatic,38989.0,13.504618937644342,19.03002309468822,1438.0,1462
829,74,18.191974595842957,13,27,35.58,48480.0,42,576,89,Evil Geniuses,76975.0,13.504618937644342,19.03002309468822,10775.0,2455
830,94,19.0,15,53,34.56,102614.0,40,780,106,Team Liquid,82922.0,16.0,26.0,29041.0,3089
831,28,50.0,41,36,34.56,65729.0,14,738,76,Nigma Galaxy,43594.0,15.0,21.0,3102.0,1804
832,30,1.0,40,61,39.28,83298.0,13,914,85,Nigma Galaxy,62367.0,16.0,27.0,4491.0,1860
833,83,24.0,13,47,39.28,106148.0,40,1239,118,Team Secret,101291.0,19.0,30.0,34482.0,3287
834,60,51.0,35,57,40.15,90539.0,22,1056,105,OG,69084.0,19.0,31.0,7686.0,2650
835,80,30.0,22,52,40.15,130455.0,34,1176,115,Nigma Galaxy,90623.0,19.0,33.0,24026.0,3057
836,64,8.0,39,26,39.21,128638.0,30,812,101,Nigma Galaxy,63448.0,19.0,21.0,4165.0,2528
837,93,26.0,31,31,39.21,152282.0,39,869,114,OG,81406.0,19.0,30.0,29988.0,3169
838,16,15.0,40,18,31.42,41725.0,8,660,73,Nigma Galaxy,38383.0,15.0,18.0,1288.0,1796
839,93,26.0,8,37,31.42,102806.0,40,886,102,Team Secret,79802.0,15.0,21.0,17609.0,3169
840,35,19.0,28,25,34.38,69224.0,17,803,86,Nigma Galaxy,54974.0,15.0,21.0,6028.0,2093
841,76,14.0,17,46,34.38,79755.0,28,895,105,Tundra Esports,72167.0,17.0,27.0,18678.0,3008
842,95,6.0,20,9,38.1,85066.0,28,826,98,Fnatic,69201.0,16.0,28.0,7532.0,2280
843,31,21.0,29,61,38.1,63619.0,19,868,90,Evil Geniuses,59755.0,16.0,4.0,3562.0,1988
844,84,8.0,34,27,41.5,127960.0,36,1148,122,Nigma Galaxy,99153.0,20.0,34.0,28373.0,3343
845,85,36.0,37,61,41.5,130451.0,34,1008,104,OG,68656.0,20.0,30.0,4571.0,2518
846,87,43.0,27,46,43.6,103654.0,34,1180,109,Team Liquid,88360.0,20.0,36.0,19463.0,2605
847,69,24.0,34,39,43.6,169273.0,26,1121,109,PSG.LGD,76314.0,20.0,39.0,4019.0,2651
848,65,19.0,7,38,27.56,55042.0,30,582,82,Team Secret,59348.0,11.0,6.0,18223.0,2259
849,20,41.0,30,19,27.56,36205.0,7,549,71,Team Liquid,34700.0,12.0,5.0,544.0,1762
850,33,23.0,21,32,30.53,50150.0,11,660,67,Evil Geniuses,37422.0,14.0,11.0,489.0,1469
851,59,31.0,11,29,30.53,79819.0,21,662,83,Team Liquid,66543.0,14.0,7.0,25938.0,2090
852,53,3.0,8,39,35.34,74270.0,24,820,93,Team Liquid,65149.0,15.0,15.0,7890.0,2353
853,14,38.0,25,66,35.34,59137.0,8,784,86,Evil Geniuses,52250.0,14.0,3.0,5099.0,1944
854,57,18.191974595842957,39,63,32.36,63710.0,25,731,88,Evil Geniuses,43675.0,15.0,13.0,2870.0,2180
855,87,11.0,26,61,32.36,81778.0,38,595,97,OG,62185.0,16.0,19.0,17130.0,2618
856,93,19.0,12,58,41.37,104401.0,39,1149,116,Team Secret,101302.0,19.0,21.0,22128.0,3117
857,29,56.0,40,32,41.37,108211.0,12,862,88,Thunder Awaken,57996.0,19.0,30.0,9215.0,1868
858,42,24.0,6,39,25.21,50372.0,18,775,82,Team Spirit,57859.0,12.0,21.0,15377.0,2781
859,18,15.0,18,44,25.21,31731.0,6,695,70,Fnatic,40976.0,13.0,21.0,2205.0,2098
860,65,2.0,6,45,23.49,45105.0,27,530,73,PSG.LGD,48410.0,10.0,4.0,9206.0,2174
861,11,9.0,27,11,23.49,25407.0,5,444,58,Fnatic,27104.0,11.0,13.0,1039.0,1447
862,68,31.0,22,99,41.26,98182.0,35,980,115,Team Secret,86221.0,16.0,5.0,22460.0,2784
863,46,11.0,37,47,41.26,84895.0,21,934,105,Team Liquid,64837.0,17.0,3.0,6907.0,2488
864,82,26.0,20,85,44.45,129919.0,34,1356,121,Fnatic,90621.0,21.0,30.0,9525.0,3071
865,56,30.0,35,38,44.45,85561.0,20,1002,110,Team Aster,70634.0,22.0,33.0,2446.0,2565
866,51,17.0,31,41,39.31,97188.0,20,934,93,Team Liquid,51164.0,18.0,27.0,4130.0,2190
